PredictEd Knowledge Map,Version,11,LTM
der,6476,nähe,kirche,Öffentlichkeit,prozess,fünfseitige,19,16,8,2,1
beiden,93,seiten,versen,kuppen,kinder,schriftsteller,6,1,1,1,1
dieses,91,modell,projekt,jahres,buch,niveau,3,3,3,2,1
liegt,91,der,auf,die,sie,westlich,5,4,3,2,2
kirche,91,wurde,von,gelten,geschenkt,war,8,1,1,1,1
gemeinde,90,im,unter,ausgegliedert,rüti,umfasst,2,1,1,1,1
einige,89,fahrer,bittere,wichtige,vereine,gemälde,1,1,1,1,1
mai,89,in,und,ist,etwa,auf,3,2,1,1,1
april,89,trat,wurde,in,erholen,fort,1,1,2,1,1
weitere,89,einsätze,optimierungen,dokumentation,staffeln,vorarbeit,2,1,1,1,1
worden,89,war,waren,sein,seien,und,17,9,7,3,3
deutschland,88,und,von,produzierte,importiert,haben,8,1,1,1,1
september,88,dieses,das,sollte,gestartet,besuchten,1,1,1,1,1
schon,85,bald,in,immer,kurze,länger,5,3,2,1,1
immer,84,wieder,von,dem,beweglicher,ein,20,2,1,1,1
berlin,84,und,zu,verlegt,kommandiert,von,7,1,1,1,1
ohne,84,hugo,sorceron,meisterschaft,ausdehnung,stimmrecht,1,1,1,1,1
neben,82,der,dem,vertragsbediensteten,künstlernamen,bootfahren,18,17,1,1,1
juli,82,wurde,begannen,selben,verlieh,zogen,2,1,1,1,1
oktober,82,desselben,touren,auf,bis,brach,1,1,1,1,1
dies,82,sind,aufgrund,auch,erschwert,nach,3,1,1,1,1
märz,82,sang,verließ,richtete,wurde,des,1,1,1,1,1
zunächst,82,für,nur,angemietete,im,übergangen,4,3,1,1,1
neuen,81,trainer,genossenbuches,baugebiet,bahnhof,weltrekord,3,1,1,1,1
dazu,81,werden,aus,einen,beitrug,führt,3,1,1,1,1
familie,81,von,mitfinanziert,schmid,erneut,griffin,5,1,1,1,1
zusammen,80,mit,und,in,gehören,auf,52,2,1,1,1
bekannt,80,ist,als,noch,machte,wird,4,4,1,1,1
dessen,80,standort,platz,erweiterung,vertragsauflösung,band,1,1,1,1,1
kam,80,es,er,in,węgierska,bei,23,14,2,1,1
november,79,kamen,trat,wurde,desselben,gelegt,1,1,1,1,1
platz,78,zwei,verließ,zu,wählte,fünf,3,1,1,1,1
gab,78,es,sie,magee,bbc,glitterhouse,36,2,1,1,1
erhielt,77,er,der,sie,hardheim,asunción,14,7,7,1,1
neue,77,bezeichnung,orgel,schule,ersetzt,uhrensteuerung,1,1,1,1,1
allerdings,77,änderte,bedarf,befindet,betrachtete,erhielten,1,1,1,1,1
august,77,desselben,wurde,erließ,meldete,über,2,2,1,1,1
ort,77,zum,die,zusätzlich,zugang,heute,2,1,1,1,1
ihren,76,namen,ersten,ph,betrieb,titelseiten,5,4,1,1,1
b,76,o,in,c,erkennbar,aufgerüstet,1,1,1,1,1
februar,76,bis,wurde,das,hatte,folgen,3,2,1,1,1
vier,76,jahren,ram,us,seeleute,siegreiche,3,1,1,1,1
was,74,zu,für,dann,entweder,damals,4,3,2,1,1
of,74,wonders,argentina,broken,lucid,experimental,2,1,1,1,1
juni,74,und,traf,desselben,verkündet,durfte,2,1,1,1,1
bezeichnet,74,man,in,und,das,einen,2,2,2,1,1
führte,73,die,wie,venedig,johann,ausführliche,6,1,1,1,1
deutsche,72,juden,nationalteam,schauspielerin,welle,aggression,2,1,1,1,1
befindet,72,sich,er,#,#,#,56,1,0,0,0
selbst,72,die,von,wurde,anstelle,nach,3,2,2,1,1
jahrhunderts,72,bis,als,zu,der,zurückverfolgen,3,2,2,1,1
außerdem,70,präsident,das,bestand,betreiben,dürfe,1,1,1,1,1
film,70,café,zu,geld,kings,als,1,1,1,1,1
wo,70,er,sich,die,auch,mcmillan,31,5,2,1,1
großen,70,internen,sieg,erfahrung,siedlungsfläche,megatheriidae,1,1,1,1,1
trat,70,er,sie,zudem,dresdner,cunanan,18,2,1,1,1
allem,70,in,im,das,revolutionäre,beamte,8,3,2,1,1
nachdem,70,er,der,sich,rund,bei,12,7,3,1,1
nun,69,auch,die,deren,eine,aus,6,3,1,1,1
deren,69,bauliche,kapazität,stelle,kompensation,auslieferung,1,1,1,1,1
diesen,69,dafür,touristischen,vier,mannschaften,worten,1,1,1,1,1
us,69,in,musikpreis,stürmer,gestellt,aus,5,1,1,1,1
wegen,68,der,des,seiner,„staatsfeindlicher,bewaffneten,16,8,6,1,1
band,68,iv,ein,ohne,ihren,reflux,2,2,1,1,1
art,67,in,wurde,archon,auch,erübrigt,3,2,1,1,1
anfang,66,der,des,dezember,hatte,februar,12,7,2,1,1
danach,65,wurde,auch,der,recht,spalteten,5,1,1,1,1
the,65,sunday,warning,laurels,last,kids,2,1,1,1,1
ihrem,65,mann,tod,zweiten,leben,verein,4,2,2,1,1
nahm,65,er,die,sie,rustin,peltier,13,7,5,1,1
denen,65,er,fünf,auch,händel,zuletzt,7,2,2,1,1
insgesamt,65,gewann,zwei,höheren,zwar,neun,2,2,1,1,1
seines,65,vaters,staates,talents,liberalen,eifers,7,2,1,1,1
saison,64,in,verlassen,nur,wieder,misslang,2,1,1,1,1
rund,64,um,zwanzig,fünf,zehn,ein,9,1,1,1,1
aufgrund,64,der,des,ihrer,wirtschaftlicher,dieser,22,6,2,1,1
sohn,63,henryk,alberto,josef,fernández,al,1,1,1,1,1
stand,63,der,sie,aller,es,die,6,1,1,1,1
gebäude,63,sind,aus,stammen,befindliche,stammte,2,2,1,1,1
frau,63,maria,tötet,marina,ungewöhnlich,catarina,1,1,1,1,1
sollte,62,die,sich,er,ihr,ein,4,3,2,1,1
u,62,a,im,k,betasom,u,11,2,1,1,1
statt,62,des,in,automobil,mit,nach,2,1,1,1,1
zweite,62,teil,album,weltkrieg,mac,lehrerprüfung,4,3,1,1,1
besteht,62,mittels,streckenweise,nur,kein,ins,1,1,1,1,1
schließlich,61,die,in,eingestellt,als,wählte,4,3,2,1,1
i,61,s,und,den,p,überein,2,2,1,1,1
tod,61,in,zu,schloss,eines,überbracht,2,2,1,1,1
zudem,61,stand,mit,veterinärgehilfen,mitglied,dafür,1,1,1,1,1
tätig,60,war,zu,waren,sind,mit,6,3,1,1,1
verwendet,60,werden,wurde,und,in,eine,4,2,2,1,1
sei,60,das,der,schuldlos,„politisch,dasselbe,3,2,1,1,1
meter,59,breite,hohen,langen,lange,einen,4,3,3,2,1
doch,59,er,statt,wieder,wagte,l,2,1,1,1,1
mitte,59,des,der,august,waagrecht,den,18,15,2,1,1
km,58,h,jenseits,langen,gehen,skiathlon,16,1,1,1,1
begann,58,die,er,sie,eine,green,9,7,2,1,1
soll,57,er,es,in,der,an,3,3,2,2,1
blieb,57,er,bis,seine,während,danach,7,6,2,1,1
darauf,57,hin,wurde,ansprechen,bestanden,in,8,3,1,1,1
erstmals,56,ein,die,englische,über,bei,4,2,1,1,1
lang,56,und,bestand,gestreckten,leer,für,13,1,1,1,1
v,56,angebracht,in,i,gibt,als,1,1,1,1,1
viele,56,synaptische,sorten,große,sich,varianten,1,1,1,1,1
mehrere,55,erzählungen,charaktere,seitenkapellen,uralte,preise,1,1,1,1,1
fünf,55,der,sekunden,quadratische,vom,phasen,2,1,1,1,1
ii,55,der,erschien,bekannt,liga,durchgeführt,1,1,1,1,1
genannt,55,und,wurde,als,werden,wurden,3,3,1,1,1
andere,54,architekturstudien,bürgen,ethnien,gebäude,gegenstände,1,1,1,1,1
sondern,54,als,in,um,ein,noch,2,1,1,1,1
könig,53,karl,zunächst,beichtet,bhumibol,von,3,2,1,1,1
davon,52,durch,ausgegangen,ist,konnte,gemeinsam,1,1,1,1,1
gehörte,52,der,das,dem,er,ab,4,3,2,2,1
gilt,52,als,der,das,wiederum,seine,20,3,2,1,1
erhalten,52,und,geblieben,sind,konnte,bleibt,5,5,1,1,1
bzw,51,#,#,#,#,#,0,0,0,0,0
welche,51,über,für,vor,vom,ursache,2,2,1,1,1
fand,51,im,vom,sich,die,er,4,3,2,2,2
hatten,51,die,diverse,ihn,sie,mitansehen,9,1,1,1,1
teilweise,51,färbung,ältere,unterschiedlicher,schmolz,oder,1,1,1,1,1
weltkrieg,51,der,führte,zur,beteiligt,überwiegend,2,1,1,1,1
titel,51,mit,holte,an,gregs,sang,3,1,1,1,1
beginn,51,des,der,an,stand,jedes,24,17,1,1,1
finden,50,sich,sind,sie,weitere,auch,18,3,1,1,1
weiter,50,in,östlich,die,auf,verbessern,3,3,2,2,1
prozent,50,der,waren,und,ja,kinder,20,9,2,1,1
zahlreiche,50,einzelgesetze,trojanische,lieder,spuren,auswahlteams,1,1,1,1,1
letzten,50,großen,produktionsjahr,liederabende,staffel,verbliebenen,2,1,1,1,1
große,50,menge,aufmerksamkeit,wasserreservoire,strecken,bögen,2,1,1,1,1
besonders,49,auch,mit,kostengünstig,aktiv,alt,1,1,1,1,1
weiteren,49,kurzen,marsch,tunnel,telefonat,größeren,1,1,1,1,1
stark,49,vom,zugenommen,verwurzelte,im,ausgeprägten,2,1,1,1,1
verschiedene,49,geheimdienste,einkaufsmärkte,altersklassen,techniken,planungen,1,1,1,1,1
universität,49,in,göttingen,von,wien,cardiff,2,2,2,2,1
mal,49,in,für,im,der,badischer,7,2,2,1,1
anderem,49,die,für,an,in,urumaquia,5,4,3,3,1
mitglied,48,der,des,im,bei,von,22,13,3,2,1
„,48,weißen,tambon,psalmen,sulfide,verunreinigung,1,1,1,1,1
sechs,48,jahren,spiele,huben,zerstörer,und,2,1,1,1,1
daher,47,der,auch,sinnvoll,zwischen,stammt,2,2,1,1,1
je,46,nach,zwei,einem,pfd,etwa,13,4,2,1,1
ließ,46,er,die,der,levin,frederick,7,7,2,1,1
alten,46,bergwerksbetriebe,abbildungen,route,geschichte,jahrtausend,1,1,1,1,1
menschen,46,ums,willkommen,liegt,wird,auf,2,1,1,1,1
gruppe,46,a,von,sei,änderte,stiegen,4,4,1,1,1
form,46,von,und,des,wieder,herauslösen,11,6,4,1,1
erneut,46,um,zum,deutscher,mitglied,als,2,1,1,1,1
musste,46,die,der,das,dieser,nach,3,2,2,1,1
d,45,c,in,nach,avec,gegenüber,8,2,1,1,1
gewann,45,er,sie,schljachtenko,mehrere,ireen,12,7,1,1,1
neu,45,und,gegründet,errichtet,verliehen,aufgenommen,2,2,1,1,1
ging,45,er,die,becker,ins,auf,9,2,1,1,1
straße,45,in,nach,weitergeführt,hohler,eine,4,3,1,1,1
bestand,45,bis,aus,zunächst,inklusive,haben,3,3,1,1,1
führt,45,die,daher,ein,leicht,eine,6,2,2,1,1
spielte,45,er,sie,mit,p,alain,9,3,3,1,1
st,45,boswells,galler,andrews,werburgh,#,1,1,1,1,0
muss,45,die,der,er,den,jedoch,6,4,3,1,1
bevölkerung,45,waren,war,in,auf,bald,4,4,3,1,1
häufig,45,verwendet,richtig,mit,lecks,unabhängig,1,1,1,1,1
weiterhin,44,chefcoach,jahr,der,erhalten,existierenden,1,1,1,1,1
entwicklung,44,des,der,neuer,einer,und,7,6,4,2,1
jahres,44,wurde,starb,veröffentlicht,erfolgte,befuhr,3,1,1,1,1
kurz,44,darauf,vor,nach,danach,bifid,12,10,7,4,1
deutscher,44,politiker,meister,vize,jurist,autor,5,2,1,1,1
dafür,44,geld,aber,propagierten,wurde,eine,2,1,1,1,1
frauen,43,des,stipendien,setzte,angreifen,unschuldige,3,1,1,1,1
betrieb,43,genommen,der,ein,werden,bereits,6,3,2,1,1
lange,43,zeit,jahre,brommybrücke,moosbachtunnel,zugehörigkeit,3,2,1,1,1
genutzt,43,werden,wird,wurde,und,wurden,3,3,3,1,1
haus,43,mit,ein,feuer,fest,sind,1,1,1,1,1
karriere,43,als,begann,von,willen,mehr,2,2,2,1,1
kommt,42,es,auf,der,lasset,echeveria,10,3,2,1,1
aufgenommen,42,werden,und,sind,von,sowie,4,4,1,1,1
einsatz,42,der,des,kommt,hatten,auf,2,1,1,1,1
allen,42,drei,windows,stellen,feuerwehren,phasen,3,1,1,1,1
millionen,42,dollar,tonnen,menschen,zusammen,jahre,3,3,2,1,1
erfolgte,42,die,eine,durch,jedoch,nach,6,5,2,2,1
h,42,und,gemessen,führte,auf,beschleunigt,3,1,1,2,1
steht,42,das,eine,allen,thüringens,fest,2,2,1,1,1
schloss,41,er,michelbach,hellbrunn,schönbrunn,familie,5,1,1,1,1
kilometer,41,lange,von,östlich,breite,in,3,3,2,2,1
karl,41,von,iv,hörmann,v,i,3,2,1,1,1
ca,41,in,#,#,#,#,1,0,0,0,0
findet,41,sich,man,bei,der,sie,8,4,2,1,1
johann,41,jakob,von,kroll,heinrich,joseph,2,2,1,1,1
habe,41,niemals,nur,ihn,und,der,2,1,1,1,1
starb,41,am,im,der,erbslöh,zod,6,2,1,1,1
bau,40,der,des,auf,in,mittelschwerer,12,5,2,2,1
zuvor,40,eine,installierten,nur,verstorbenen,bei,1,1,1,1,1
gegründet,40,und,wurde,worden,−,#,9,6,2,1,0
anschließend,40,als,im,bis,durch,absolvierte,5,2,1,1,1
möglich,40,ist,sind,in,hierzu,gehalten,3,2,1,1,1
fast,40,alle,an,der,vollständigen,doppelt,6,2,1,1,1
errichtet,39,wurde,worden,und,werden,haben,4,4,3,2,1
arbeit,39,in,im,besser,des,verrichtete,3,2,1,1,1
übernahm,39,er,gaston,putin,diese,bald,5,1,1,1,1
arbeiten,39,an,von,und,für,nach,3,3,2,1,1
usa,39,wurde,zurück,mit,im,damals,2,2,1,1,1
beide,38,„schlichim,bilder,erhielten,haben,hatten,1,1,1,1,1
la,38,france,rochelle,boca,compagnie,carte,2,1,1,1,1
heutigen,38,ortes,weierstraße,haus,tenorschlüssel,vivico,1,1,1,1,1
wobei,38,der,die,ein,im,toxische,3,3,2,1,1
verlag,38,von,für,das,max,neue,2,1,1,1,1
verschiedenen,38,disziplinen,bürgerinitiativen,problemen,siedlungsperioden,tonträgern,2,1,1,1,1
kleinen,38,club,teilen,glocke,vulkanischen,elektronen,1,1,1,1,1
krieg,38,und,wurde,mit,die,durch,2,2,2,1,1
erster,37,den,stelle,generalstabsoffizier,europäer,auftritt,3,2,1,1,1
beträgt,37,die,rund,der,in,zwischen,6,3,2,2,1
tochter,37,des,und,lydia,maria,anna,11,1,1,1,1
alte,37,rathaus,frauen,grenzverlauf,girot,aukirche,2,1,1,1,1
lässt,37,sich,er,gewalt,es,alle,19,1,1,1,1
eingesetzt,37,und,wurde,worden,werden,wird,4,2,2,1,1
ebenso,37,wie,plötzlich,für,erhalten,volks,9,1,1,1,1
arbeitete,37,sie,von,zudem,eichkorn,im,3,1,1,1,1
entstand,37,auf,die,das,ein,ab,3,3,2,1,1
zehn,37,bis,zentimeter,standorten,wochen,meistertitel,2,1,1,1,1
vater,37,im,jakob,gibt,gegangen,gesagt,1,1,1,1,1
pro,37,jahr,stunde,skater,zeiteinheit,verkauftem,6,2,1,1,1
bedeutung,37,der,von,verloren,gewinnenden,einer,5,4,1,1,1
folge,37,der,den,ein,erkrankten,verknüpft,2,2,1,1,1
e,37,v,n,verfügen,l,umfassen,8,3,1,1,1
stellte,36,die,sich,der,grube,man,5,5,2,1,1
machte,36,sich,ihn,einige,döbereiner,insgesamt,4,2,1,1,1
amt,36,als,des,niederlegte,spenge,eingeführt,5,4,1,1,1
personen,36,und,nicht,erfuhr,aller,tätig,6,2,1,1,1
ehe,36,er,gingen,sie,stammt,zeillers,5,4,2,1,1
sowohl,36,die,um,literarische,melodische,als,3,2,1,1,1
ob,36,es,der,eine,über,im,4,3,2,1,1
kleine,36,blätter,künstliche,schwarze,bäume,siedlung,1,1,1,1,1
insel,36,mit,ajima,zurückwagt,entstand,sind,2,1,1,1,1
musik,36,und,zu,unter,für,am,6,2,1,1,1
münchen,36,und,auf,unterstand,wien,aufgelegte,5,2,1,1,1
teile,36,des,der,davon,seines,wölben,15,7,1,1,1
l,36,in,nouvelle,l,a,international,2,1,1,1,1
alter,36,von,ego,war,wurde,ʿalīs,19,1,1,1,1
album,36,mit,darkhorse,pink,per,von,3,1,1,1,1
gemeinsam,36,mit,vom,als,spontan,verwalteten,25,1,1,1,1
bereich,35,des,der,freestyle,entdeckt,kleinlichtenhain,9,8,1,1,1
erreichte,35,er,in,den,sie,der,7,3,3,2,2
verein,35,mit,wussten,cs,união,lernen,2,1,1,1,1
mannschaft,35,aus,der,durch,eingesetzt,ebendiesen,4,4,1,1,1
gebiet,35,der,des,als,befinden,zwischen,8,3,1,1,1
gut,35,rohan,geschützt,industriell,an,panker,1,1,1,1,1
etwas,35,schreckliches,kleineren,gemüse,rosamagentafarben,weiter,1,1,1,1,1
also,35,der,schaltet,viel,dieser,getötet,1,1,1,1,1
gelang,35,es,ihm,der,einer,seiner,12,8,2,1,1
werk,35,wurde,höchst,de,nr,keinen,2,1,1,1,1
new,35,york,hampshire,line,wave,jersey,16,2,1,1,1
damals,34,pejorativ,kaum,als,nach,für,1,1,1,1,1
lediglich,34,im,die,laiengruppen,über,dekorative,2,2,1,1,1
einigen,34,grotten,personen,stellen,hat,und,1,1,1,1,1
folgenden,34,jahr,saison,tag,turnier,schlacht,3,2,1,1,1
europa,34,spielen,der,zum,neben,abgehalten,1,1,1,1,1
weil,34,sie,die,diese,auf,chancengleich,7,6,3,1,1
z,34,b,v,rožnika,t,gołąbkiem,7,3,1,2,1
kein,34,zufall,vorwand,spezielles,fernverkehr,horn,2,1,1,1,1
partei,34,chinas,sds,und,erhielt,in,1,1,1,1,1
dadurch,33,aber,den,ändert,begann,entsteht,2,1,1,1,1
heraus,33,auf,führen,installiert,und,#,1,1,1,1,0
gewählt,33,werden,und,worden,#,#,2,2,1,0,0
kamen,33,nicht,merz,hierbei,erst,teils,1,1,1,1,1
serie,33,wurde,zu,frühzeitig,nationalen,sehr,5,1,1,1,1
beispielsweise,33,die,werden,den,bei,im,4,2,2,2,1
wenig,33,bekannt,naive,steinkohle,abzugewinnen,fisch,3,1,1,1,1
strecke,33,zu,bellows,white,wieder,ein,1,1,1,1,1
sogar,33,als,vizemeister,bewohnt,ganz,im,2,1,1,1,1
obwohl,33,er,die,sich,ihre,bereits,5,4,2,1,1
gesellschaft,33,für,in,entstand,sehr,genannt,5,1,1,1,1
land,32,und,aus,gehen,durch,von,8,1,1,1,1
lassen,32,sich,eine,jedoch,und,brandon,9,1,1,1,1
richtung,32,des,zentralisierung,weltall,gemauerthof,der,3,1,1,1,1
wasser,32,atmen,versorgt,bis,in,des,1,1,1,1,1
ehemaligen,32,kloster,synagoge,kinos,ulmenbestand,industriehochburg,1,1,1,1,1
heinrich,32,von,und,iii,knüpften,schervier,3,2,2,1,1
folgen,32,der,von,sollte,greift,nur,6,1,1,1,1
einwohner,32,leben,im,und,auf,pro,3,2,2,1,1
stelle,32,zu,des,als,traten,überbrücken,2,2,2,1,1
spielen,31,will,ließ,als,auf,aus,1,1,1,1,1
somit,31,in,auch,insbesondere,auf,zwei,4,3,1,1,1
setzte,31,er,der,sie,die,auch,7,2,2,1,1
cm,31,und,lang,durchmesser,dicke,länge,3,2,1,1,1
