PredictEd Knowledge Map,Version,11,LTM
the,19976,atomic,history,internet,wayback,archive,73,4,1,1,1
unit,166,area,time,volume,wavelength,cube,12,12,11,4,1
different,165,coordinate,approach,things,people,directions,3,2,1,1,1
very,165,nearly,tiny,great,simple,slowly,15,4,2,2,1
corresponding,164,to,point,term,quantities,x„,86,1,1,1,1
archive,164,org,min,script,send,service,152,2,1,2,1
shown,163,in,that,to,by,how,107,8,7,5,2
energies,163,of,were,w,rather,from,35,2,1,1,1
law,163,of,for,as,by,be,34,21,2,2,1
several,163,reasons,points,totally,categories,essential,4,2,1,1,1
exercise,162,that,in,which,by,indicates,1,1,1,1,1
excited,162,states,by,atoms,nuclei,gas,59,7,4,3,1
well,161,as,to,equations,have,find,21,6,5,2,1
protons,161,and,are,by,is,but,40,14,2,2,1
effects,161,of,and,upon,because,relativity,42,3,3,1,1
tensor,161,of,analysis,are,quantity,a,30,18,3,2,1
just,160,the,as,in,sufficient,derived,41,31,5,2,2
reactions,160,of,and,are,provided,to,6,5,5,1,1
using,160,the,this,these,tensor,postulates,60,11,4,2,1
■,160,■,•,k,x,c,33,20,3,1,1
course,159,the,in,places,has,have,7,2,2,1,1
out,158,of,by,to,a,wholly,21,8,5,2,1
free,157,particle,to,indices,audiobook,index,50,5,4,1,1
important,156,properties,to,matter,field,analytical,8,5,2,1,1
obtained,155,by,in,for,if,—,33,15,14,8,1
org,154,details,includes,search,images,web,97,8,6,4,3
cosmic,153,rays,particles,particle,primary,bombardment,55,3,2,1,1
zero,152,and,otherwise,or,under,has,5,2,1,1,1
incident,152,particle,particles,radiation,a,direction,38,15,7,4,3
respect,152,to,that,#,#,#,138,1,0,0,0
process,152,of,called,they,be,involved,12,5,1,1,1
constant,151,speed,factor,pseudoscalar,except,part,5,1,1,1,1
co,150,—,n,m,is,s,4,3,2,2,1
second,150,tensor,postulate,and,physics,system,15,7,6,1,1
when,149,the,they,expressed,maxwell,in,32,11,2,1,1
tion,149,of,time,at,properties,represents,49,1,1,1,1
large,148,number,deflections,enough,angles,behavior,20,4,2,2,1
electronic,148,energy,wave,structure,properties,mass,17,10,9,7,1
known,148,to,that,as,form,wave,27,8,2,2,1
binding,147,energy,and,is,that,forces,47,23,3,2,2
problem,146,of,is,in,that,within,31,16,6,4,1
general,146,theory,treatment,plan,orientation,types,15,1,1,1,1
use,146,of,the,a,different,both,55,37,6,1,1
exercises,146,illustrate,that,are,show,do,2,1,1,2,1
having,145,the,more,various,as,r,22,2,2,1,1
±,145,c,»,a,°o,d,2,1,1,1,1
neutron,144,rest,was,provided,led,have,2,1,1,1,1
order,144,to,of,u,better,as,76,35,1,1,1
therefore,144,in,seems,must,try,disagree,2,2,1,1,1
sin,142,a,wt,ost,cot,aa,2,1,1,1,1
ground,142,state,states,observer,such,orbit,61,6,1,1,1
matter,142,of,and,first,what,alone,9,5,1,1,1
rather,141,than,formidable,severe,more,tend,44,2,1,1,1
similar,141,to,analysis,experi,shape,quantities,60,3,1,1,1
might,140,be,ordinarily,drag,next,equally,53,1,1,1,1
hydrogen,140,atom,molecule,gas,fine,that,19,13,4,2,2
term,139,of,on,classification,over,for,7,3,3,1,1
components,138,of,in,as,is,needed,64,5,2,1,1
light,138,must,in,is,that,takes,3,3,2,1,1
nature,137,is,that,at,rather,it,3,1,1,1,1
type,137,javascript,css,class,value,described,8,1,1,1,1
molecule,136,is,ion,of,attains,requires,10,10,2,1,1
cos,135,cot,a,wt,aa,d,2,1,1,1,1
href,135,details,class,#,#,#,2,1,0,0,0
moment,134,of,is,y,which,may,38,11,1,1,1
half,134,of,the,wavelengths,century,cycle,14,9,2,1,1
within,134,the,a,it,individual,that,54,35,1,1,1
direction,134,of,cosines,p,pp,parallel,47,4,1,1,1
relative,133,motion,to,velocity,translational,measure,24,10,3,1,1
rules,133,for,and,that,of,will,14,10,6,4,3
quantity,133,in,are,having,determines,known,4,2,2,1,1
measured,133,in,by,as,speed,only,18,16,2,1,1
«,133,v,»,tz,k,kw,3,1,1,1,1
inc,132,oxide,v,#,#,#,1,1,0,0,0
odd,132,functions,values,function,symmetry,integer,5,5,4,4,1
operator,131,for,in,v,that,could,18,5,5,2,1
occur,130,in,at,so,simultaneously,physical,12,8,1,1,1
ordinary,130,differential,mechanical,familiar,clocks,three,1,1,1,1,1
model,129,of,which,fission,such,served,21,5,1,1,1
do,129,not,this,the,go,satisfy,51,9,8,1,1
see,129,that,how,in,why,f,56,8,4,1,1
hamiltonian,129,function,operator,is,representation,treatment,60,40,4,4,1
way,126,that,as,in,upon,under,12,10,5,2,1
change,125,in,of,its,that,sign,35,17,3,1,1
neutrons,125,are,which,comprising,give,rather,8,2,1,1,1
speed,124,of,v,through,around,determined,57,16,1,1,1
table,124,of,and,is,the,according,9,3,1,1,1
great,123,many,importance,complexity,survival,simplicity,12,8,4,1,1
cross,121,section,sections,area,sec,curves,91,20,4,2,1
quantities,121,of,must,which,with,measured,8,3,3,1,1
charged,121,particle,particles,spherical,nucleus,nuclei,36,27,3,2,2
inside,121,the,a,an,this,it,48,43,6,5,2
systems,120,in,is,which,along,would,5,4,3,1,1
principle,120,of,limits,might,is,by,20,4,1,1,1
does,120,not,this,when,particle,it,69,5,1,1,1
features,119,of,which,characteristic,were,as,89,5,2,2,1
over,119,all,this,view,directly,ail,21,2,1,1,1
transition,119,of,from,between,for,layer,15,8,6,2,1
kinetic,119,energy,energies,theory,plus,distribution,86,11,6,2,1
numbers,119,of,n,for,have,that,25,7,5,3,2
let,119,us,the,a,systems,tij,65,14,5,1,1
greater,118,than,and,proportion,are,utility,48,4,2,1,1
temperature,117,t,can,objects,are,increases,9,2,1,1,1
point,115,of,in,on,at,out,26,9,7,5,3
details,114,texts,smithsonian,fedlink,genealogy,lincolncollection,2,1,1,1,1
moving,114,at,through,to,system,automobile,12,4,3,3,1
section,114,in,has,a,namely,shows,5,2,2,1,1
forces,114,between,that,of,must,described,8,4,3,2,1
transformation,114,of,to,which,the,leaves,9,5,2,2,1
exp,113,ip,k,n,uri,h,1,1,1,1,1
electromagnetic,113,field,theory,energy,units,disturbance,33,7,3,1,1
schroedinger,112,equation,theory,and,work,method,46,46,2,1,1
made,112,in,by,to,of,clear,19,15,11,9,1
treatment,112,of,is,uniform,beyond,correct,54,4,1,1,1
less,112,than,pal,by,acceptable,semicircular,44,1,1,1,1
basis,112,of,for,the,in,with,59,34,3,1,1
rest,112,mass,in,energy,with,is,42,11,8,4,2
beam,111,of,is,and,into,in,32,9,3,2,2
vector,111,and,field,as,relative,a,7,3,2,1,1
high,110,resolution,precision,particles,speeds,degree,5,4,4,2,1
means,110,of,that,the,exhaust,an,34,33,2,1,1
us,110,consider,with,in,therefore,imagine,13,7,5,3,2
simple,110,form,model,rigid,length,physical,8,5,2,1,1
band,108,theory,structure,system,spectrum,within,23,6,3,2,1
single,108,s,system,com,component,man,3,2,1,1,1
experimental,108,facts,results,conditions,value,atomic,10,6,3,2,2
coordinate,107,system,systems,frame,transformation,framework,18,15,1,1,1
spectrum,107,of,is,library,spectrum,a,37,7,2,1,1
emitted,107,from,by,particles,at,energy,10,10,5,3,2
independent,106,of,parts,components,universal,—,33,3,2,1,1
element,105,of,must,ds,itself,have,14,3,1,1,1
following,105,exercises,rules,two,definition,form,7,2,2,1,1
density,105,and,p,j,observed,may,3,3,2,1,1
parity,104,of,and,are,operator,at,17,5,4,1,1
lead,103,to,from,nucleus,one,in,44,3,3,2,2
material,103,that,new,on,to,being,2,1,1,1,1
reaction,103,isp,work,tt°,using,are,1,1,1,1,1
cannot,103,be,successfully,directly,such,say,47,1,1,1,1
momenta,103,are,p,pi,corre,was,6,3,1,1,1
laws,102,of,in,are,general,appear,23,8,7,1,1
defined,101,by,in,as,are,is,36,12,8,1,1
fine,101,structure,effects,constant,displacement,formula,47,6,6,1,1
lines,101,of,in,are,cannot,representable,20,10,5,1,1
eigenfunctions,101,of,for,that,have,corresponding,21,14,2,2,2
appear,101,to,the,equally,somewhat,simultaneous,26,1,1,1,1
interactions,100,of,between,and,in,mentioned,11,10,3,3,1
he,100,may,concluded,explained,found,analyzes,1,1,1,1,1
due,100,to,largely,#,#,#,92,2,0,0,0
along,100,the,and,x,their,locally,51,4,2,2,1
emission,100,of,or,and,is,described,34,6,6,3,1
barrier,100,and,is,whose,for,from,8,5,4,3,2
later,99,work,find,reference,experiments,purposes,14,4,1,1,1
actually,99,do,did,possess,use,avoids,2,1,1,1,1
excitation,99,of,level,n,was,are,24,2,1,1,1
much,98,smaller,of,as,longer,neater,11,11,4,3,1
angle,98,of,with,d,will,«,18,8,5,2,1
analysis,98,of,and,shows,furnishes,deals,16,2,1,1,1
chap,98,#,#,#,#,#,0,0,0,0,0
seen,98,in,that,by,to,from,16,15,12,11,9
factor,98,of,e,which,y,c,11,7,5,1,1
evaluate,98,the,this,r,from,dw,62,3,2,1,1
phys,97,#,#,#,#,#,0,0,0,0,0
example,97,of,the,that,are,a,18,2,2,1,1
data,97,href,class,a,aria,data,28,6,2,1,1
higher,97,and,tensor,rank,precision,corrections,3,1,1,1,1
wavelength,96,of,x,interval,shift,should,24,9,3,1,1
fermi,96,particles,distribution,statistics,gas,par,22,9,9,3,1
positive,96,charge,x,nucleus,one,distribution,6,3,3,1,1
target,96,data,material,is,class,can,24,6,6,1,1
selection,96,rules,rule,#,#,#,75,12,0,0,0
condition,95,that,is,and,upon,has,10,7,2,2,1
further,95,properties,thought,substitution,contracted,experiments,2,1,1,1,1
average,94,value,energy,of,rate,quantum,14,12,6,2,1
how,94,long,can,much,these,fast,4,2,2,1,1
metal,94,is,and,foils,foil,makes,7,6,2,1,1
normal,94,modes,coordinates,mode,coordinate,if,26,22,7,3,1
bohr,94,theory,orbit,orbits,postulates,to,32,6,6,2,1
component,94,of,is,which,reduces,o,28,4,2,1,1
absorption,94,of,and,spectrum,process,spectra,31,2,2,1,1
low,93,velocities,angular,speeds,regime,coating,5,4,3,1,1
few,93,of,normalized,degrees,microseconds,pass,12,2,2,1,1
molecular,93,binding,spectra,spectroscopy,structure,weight,27,22,6,5,2
follows,93,the,we,directly,naturally,immediately,11,4,3,1,1
shell,93,structure,model,of,is,to,21,19,7,2,2
integral,93,over,number,of,multiple,power,7,6,6,4,1
four,92,dimensions,radioactive,rectangular,vector,continuum,7,4,2,2,1
applied,92,to,physics,x,outside,radiation,24,16,1,1,1
line,92,spectra,segment,with,at,element,3,2,2,1,1
spectral,92,lines,line,distribution,radiation,frequency,30,15,13,8,1
obtain,92,a,eq,sufficiently,larger,high,16,3,2,1,1
under,92,the,consideration,ordinary,lorentz,its,35,4,1,1,1
relativity,91,was,in,may,deals,as,3,2,2,1,1
discussion,91,of,has,and,can,should,49,2,1,1,1
times,90,the,as,in,of,left,19,7,2,2,1
them,90,can,completely,which,briefly,located,2,1,1,1,1
cases,90,in,of,the,where,not,11,8,7,4,1
rate,89,of,at,equal,than,proportional,47,4,2,1,1
negative,89,and,electrons,particles,protons,terminal,4,3,2,1,1
almost,89,always,entirely,exactly,simul,too,7,7,5,1,1
expression,89,of,is,which,into,having,8,7,2,2,1
frequency,88,of,and,shift,for,should,24,4,4,2,2
near,88,the,this,some,q,g,33,3,1,1,1
situation,88,is,represented,that,exists,analytically,17,5,4,2,2
up,87,the,by,gradually,from,photoelectric,9,5,1,1,1
complete,87,the,treatment,and,dynamical,by,4,3,1,1,1
lowest,87,energy,state,levels,frequency,circular,25,4,2,1,1
dx,87,k,dxi,u,a,b,4,1,1,1,1
according,87,to,as,#,#,#,77,1,0,0,0
could,86,be,not,have,constitute,cause,37,6,3,1,1
work,86,with,up,exercise,hint,directly,2,1,1,1,1
york,86,toronto,#,#,#,#,1,0,0,0,0
study,86,of,the,more,with,and,48,19,1,1,1
£,86,a,£,p,pa,f,5,3,2,1,1
div,85,#,#,#,#,#,0,0,0,0,0
radioactive,85,series,atom,atoms,particles,particle,17,5,5,2,1
hand,85,the,how,it,is,there,2,2,1,1,1
far,85,been,as,greater,succeeded,concepts,9,4,3,1,1
photon,85,energy,is,strikes,may,for,4,4,2,1,1
taken,84,to,into,not,at,by,31,15,1,1,1
conservation,83,of,laws,law,are,will,40,18,8,2,1
leads,83,to,us,naturally,directly,in,68,3,3,2,1
chemical,83,binding,properties,bond,physics,combining,11,10,3,1,1
possess,82,a,the,both,intrinsic,properties,16,8,2,1,1
plane,82,wave,waves,with,perpendicular,x,14,4,3,1,1
symmetry,82,of,or,and,with,character,16,4,4,3,2
rev,81,#,#,#,#,#,0,0,0,0,0
treated,80,in,as,on,exhaust,further,19,13,2,1,1
experiment,80,is,was,whatever,with,means,9,2,1,1,1
li,80,and,mhic,to,level,i,2,1,1,1,1
clearly,80,the,as,from,their,satisfy,8,2,1,1,1
scattered,80,by,into,through,power,a,14,4,3,2,2
oscillator,79,with,absorbs,can,radiates,as,2,1,1,1,1
character,79,of,is,also,that,closely,43,2,1,1,1
liquid,79,helium,model,at,or,suddenly,10,8,2,1,1
available,79,to,energy,in,below,evidence,29,8,7,1,1
lower,78,energy,states,limit,gravita,potential,18,6,6,1,1
often,78,conflicting,employ,indicate,use,referred,1,1,1,1,1
rays,78,are,were,by,will,inside,5,4,4,3,1
indeed,77,be,into,that,require,find,2,1,1,1,1
orbital,77,angular,motion,magnetic,speed,velocity,47,5,3,2,1
toward,77,the,a,expressing,describing,shorter,27,8,1,1,1
symmetric,76,or,and,in,with,tensor,8,7,5,5,1
linear,76,momentum,orthogonal,perturbation,transformation,oscillation,5,3,2,1,1
correspond,76,to,physically,as,exactly,roughly,50,3,1,2,1
assumed,76,to,that,in,equal,spin,25,24,4,1,1
company,76,y,#,#,#,#,1,0,0,0,0
relatively,76,large,simple,easy,short,elementary,6,5,3,3,1
exist,76,in,for,between,if,physical,12,10,6,2,1
set,76,of,in,up,down,this,47,3,1,1,1
sufficiently,75,large,small,precise,rapidly,sensitive,6,5,3,2,1
proportional,75,to,counter,#,#,#,66,2,0,0,0
mean,75,life,that,the,different,of,20,6,3,1,1
ing,74,the,of,angle,path,charged,19,4,2,1,1
title,74,a,libraries,library,collection,collections,8,3,3,1,1
shows,74,that,quite,i,examples,also,20,1,1,1,1
neutral,74,hydrogen,atoms,helium,carbon,nitrogen,9,8,6,1,1
surface,74,of,area,but,element,is,12,4,1,1,1
part,74,of,ra,which,we,treat,49,1,1,1,1
spectra,74,of,and,great,that,are,14,2,1,1,1
conditions,73,of,that,whose,for,and,10,8,1,1,1
describe,73,the,briefly,these,some,physical,26,3,3,2,1
either,73,of,in,entirely,explicit,clocks,13,3,1,1,1
distance,73,r,from,would,ar,are,5,5,1,1,1
experimentally,73,verified,in,found,valid,—,2,2,1,1,1
intensity,72,of,in,and,from,ratios,23,4,2,1,1
matrix,72,elements,form,algebra,is,of,11,2,2,2,2
write,72,the,for,out,schroedinger,w,20,6,2,1,1
ev,72,kt,electrons,to,ht,and,2,1,1,1,1
ft,72,a,d,are,o,x,1,1,1,1,1
solution,72,of,to,by,defined,just,47,2,1,1,1
square,72,of,centimeter,is,and,gives,37,7,3,2,1
units,71,of,is,are,will,requires,18,2,1,1,1
col,71,col,#,#,#,#,20,0,0,0,0
expressed,71,in,as,by,above,at,29,17,4,1,1
modes,71,of,per,ean,and,used,33,2,1,1,1
make,70,the,use,it,no,these,18,14,5,1,1
collision,70,in,of,between,are,and,5,5,2,2,1
cell,70,might,population,out,among,can,1,1,1,1,1
assume,69,that,for,u,solutions,it,30,4,1,1,1
gas,69,model,constant,with,is,lies,3,3,2,2,1
special,69,relativity,case,theory,topics,reference,17,11,7,1,1
chapter,69,we,has,will,how,and,27,2,2,1,1
difference,69,in,between,of,is,being,16,15,9,8,1
although,69,this,a,not,momentum,spectroscopy,5,3,2,1,1
identical,68,particles,with,had,systems,or,23,6,1,1,1
neutrino,68,hypothesis,exists,to,possesses,are,5,2,2,2,1
molecules,68,are,and,quantum,upon,will,3,2,1,1,1
coupling,68,in,is,splits,can,fine,5,3,1,1,1
strong,68,experimental,evidence,theory,correlation,chemical,4,1,1,1,1
familiar,68,in,form,terms,possesses,physical,6,2,1,1,1
produced,68,by,in,was,a,more,17,10,1,1,1
characteristic,68,of,features,feature,regularities,and,14,4,3,1,1
statistical,68,mechanics,treatments,mechan,communication,chance,18,2,2,1,1
coulomb,68,scattering,energy,potential,gauge,form,7,5,2,1,1
account,67,for,login,very,physically,quanti,28,1,1,1,1
except,67,for,that,by,in,at,17,17,2,2,1
considered,67,to,above,as,is,again,20,3,2,1,1
next,67,in,wonder,wish,that,let,2,1,1,1,1
collisions,66,of,and,in,that,than,10,3,2,2,1
